date,session,number,bill,question,result,description,yeatotal,naytotal
2005-11-03,1,288,S. 1932,On the Amendment S.Amdt. 2358,Rejected,Cantwell Amdt. No. 2358; To strike the title relating to the establishment of an oil and gas leasing program in the Coastal Plain.,48,51
2005-11-03,1,289,S. 1932,On the Amendment S.Amdt. 2362,Agreed to,Wyden Amdt. No. 2362; To enhance the energy security of the United States by prohibiting the exportation of oil and gas produced under leases in the Arctic National Wildlife Refuge.,83,16
2005-11-03,1,290,S. 1932,On the Motion S.Amdt. 2359,Rejected,"Motion To Waive CBA Re: Grassley Amdt. No. 2359; To clarify certain payment limitations applicable to certain payments under title I of the Farm Security and Rural Investment Act of 2002 and section 1101 of the Agricultural Reconciliation Act of 2005 and to partially restore funding to programs reduced by section 1101, 1201, and 1202 of the Agricultural Reconciliation Act of 2005.",46,53
2005-11-03,1,291,S. 1932,On the Amendment S.Amdt. 2365,Agreed to,"Bingaman Amdt. No. 2365, As Modified; To prevent a severe reduction in the Federal medical assistance percentage determined for a State for fiscal year 2006 and to extend rebates for prescription drugs to enrollees in Medicaid managed care organizations.",54,45
2005-11-03,1,292,S. 1932,On the Amendment S.Amdt. 2360,Agreed to,"Lott Amdt. No. 2360; To reauthorize Amtrak, and for other purposes.",93,6
2005-11-03,1,293,S. 1932,On the Amendment S.Amdt. 2370,Rejected,McCain Amdt. No. 2370; To move forward the date on which the transition to digital television is to occur.,30,69
2005-11-03,1,294,S. 1932,On the Motion S.Amdt. 2372,Rejected,Motion to Waive CBA Re: Murray Amdt. No. 2372; To provide a 6-month transition period for coverage of prescription drugs under Medicaid for individuals whose drug coverage is to be moved to the Medicare prescription drug program.,43,56
2005-11-03,1,295,S. 1932,On the Amendment S.Amdt. 2367,Rejected,Byrd Amdt. No. 2367; To replace title VIII of the bill with an amendment to section 214(c) of the Immigration and Nationality Act to impose a fee on employers who hire certain non-immigrants.,14,85
2005-11-03,1,296,S. 1932,On the Motion S.Amdt. 2414,Rejected,Motion to Waive CBA Re: Byrd Amdt. No. 2414; To provide for the suspension of the debate limitation on reconciliation legislation that causes a deficit or increases the deficit.,44,55
2005-11-03,1,297,S. 1932,On the Motion S.Amdt. 2381,Rejected,Motion To Waive CBA Re: Lautenberg Amdt. No. 2381; To require certification prior to beneficiary enrollment in a prescription drug plan or an MA-PD plan that has a gap in the coverage of prescription drugs under part D of title XVIII of the Social Security Act.,43,56
2005-11-03,1,298,S. 1932,On the Amendment S.Amdt. 2400,Rejected,Cantwell Amdt. No. 2400; To ensure the payment to the Treasury of the United States of 50 percent of revenues from oil and gas leasing and production on the Coastal Plain.,48,51
2005-11-03,1,299,S. 1932,On the Amendment S.Amdt. 2348,Rejected,Schumer Amdt. No. 2348; To strike the provisions increasing the Medicaid rebate for generic drugs.,49,50
2005-11-03,1,300,S. 1932,On the Amendment S.Amdt. 2409,Rejected,Reed Amdt. No. 2409; To strike provisions relating to reforms of targeted case management.,46,52
2005-11-03,1,301,S. 1932,On the Amendment S.Amdt. 2396,Rejected,Reed Amdt. No. 2396; To strike subtitle C of title II relating to FHA asset disposition.,48,51
2005-11-03,1,302,S. 1932,On the Motion S.Amdt. 2371,Rejected,Motion To Waive CBA Re: Snowe Amdt. No. 2371; To amend title XVIII of the Social Security Act to provide the authority for negotiating fair prices for medicare prescription drugs.,51,48
2005-11-03,1,303,S. 1932,On Passage of the Bill,Passed,S. 1932 As Amended; Deficit Reduction Act of 2005,52,47
2005-11-07,1,304,S. 1042,On the Amendment S.Amdt. 2423,Rejected,"Allard Amdt. No. 2423; To authorize a program to provide health, medical, and life insurance benefits to workers at the Rocky Flats Environmental Technology Site, Colorado, who would otherwise fail to qualify for such benefits because of an early physical completion date.",38,53
2005-11-08,1,305,S. 1042,On the Amendment S.Amdt. 2439,Agreed to,Inhofe Amdt. No. 2439; Relating to the American Forces Network.,55,43
2005-11-08,1,306,S. 1042,On the Amendment S.Amdt. 2438,Rejected,Harkin Amdt. No. 2438; Relating to the American Forces Network.,44,54
2005-11-08,1,307,S. 1042,On the Amendment S.Amdt. 2424,Agreed to,Nelson (FL) Amdt. No. 2424; To repeal the requirement for the reduction of certain Survivor Benefit Plan annuities by the amount of dependency and indemnity compensation and to modify the effective date for paid-up coverage under the Survivor Benefit Plan.,92,6
2005-11-08,1,308,S. 1042,On the Amendment S.Amdt. 2436,Rejected,"Snowe Amdt. No. 2436 As Modified; To require the Secretary of Defense, subject to a national security exception, to offer to transfer to local redevelopment authorities for no consideration real property and personal property located at military installations that are closed or realigned as part of the 2005 round of defense base closure and realignment, and to clarify that the requirement does not affect certain property interests.",36,62
2005-11-08,1,309,S. 1042,On the Amendment S.Amdt. 2430,Rejected,"Levin Amdt. No. 2430; To establish a national commission on policies and practices on the treatment of detainees since September 11, 2001.",43,55
2005-11-08,1,310,S. 1042,On the Amendment S.Amdt. 2442,Agreed to,Byrd Amdt. No. 2442 As modified; To provide for a report on the establishment of a Deputy Secretary of Defense for Management.,97,0
2005-11-08,1,311,S. 1042,On the Amendment S.Amdt. 2427,Rejected,"Levin Amdt. No. 2427; To make available, with an offset, an additional $50,000,000 for Operation and Maintenance for Cooperative Threat Reduction.",37,60
2005-11-09,1,312,S. 1042,On the Amendment S.Amdt. 2440,Agreed to,"Inhofe Amdt. No. 2440 As Modified; To ensure by law the ability of the military service academies to include the offering of a voluntary, nondenominational prayer as an element of their activities.",99,0
2005-11-09,1,313,S. 1042,On the Amendment S.Amdt. 2443,Agreed to,"Ensign Amdt. No. 2443; To restate United States policy on the use of riot control agents by members of the Armed Forces, and for other purposes.",98,1
2005-11-09,1,314,S. 1042,On the Amendment S.Amdt. 2433,Agreed to,Chambliss Amdt. No. 2433; To reduce the eligibility age for receipt of non-regular military service retired pay for members of the Ready Reserve in active federal status or on active duty for significant periods.,99,0
2005-11-09,1,315,S. 1042,On the Amendment S.Amdt. 2473,Rejected,"Durbin Amdt. No. 2473, as modified; To provide for eligibility for retired pay for non-regular service.",40,59
2005-11-10,1,316,S. 1042,On the Amendment S.Amdt. 2476,Rejected,Dorgan Amdt. No. 2476; To establish a special committee of the Senate to investigate the awarding and carrying out of contracts to conduct activities in Afghanistan and Iraq and to fight the war on terrorism.,44,53
2005-11-10,1,317,S. 1042,On the Amendment S.Amdt. 2477,Agreed to,Talent Amdt. No. 2477; To modify the multiyear procurement authority for C-17 aircraft.,89,8
2005-11-10,1,318,S. 1042,On the Amendment S.Amdt. 2507,Agreed to,Kerry Amdt. No. 2507 As Amended; To require reports on clandestine facilities for the detention of individuals captured in the global war on terrorism.,82,9
2005-11-10,1,319,S. 1042,On the Amendment S.Amdt. 2516,Agreed to,Graham Amdt. No. 2516; Relating to the review of the status of detainees of the United States Government.,49,42
2005-11-10,1,320,H.R. 3057,On the Conference Report,Agreed to,"Conference Report To Accompany H.R. 3057; Foreign Operations, Export Financing, and Related Programs Appropriations Act, 2006",91,0
2005-11-14,1,321,H.R. 2419,On the Conference Report,Agreed to,"H.R. 2419 Conference Report; Energy and Water Development Appropriations Act, 2006",84,4
2005-11-15,1,322,S. 1042,On the Amendment S.Amdt. 2519,Rejected,Levin Amdt. No. 2519; To clarify and recommend changes to the policy of the United States on Iraq and to require reports on certain matters relating to Iraq.,40,58
2005-11-15,1,323,S. 1042,On the Amendment S.Amdt. 2518,Agreed to,Warner Amdt. No. 2518; To clarify and recommend changes to the policy of the United States on Iraq and to require reports on certain matters relating to Iraq.,79,19
2005-11-15,1,324,S. 1042,On the Amendment S.Amdt. 2523,Rejected,Bingaman Amdt. No. 2523; To provide for judicial review of detention of enemy combatants.,44,54
2005-11-15,1,325,S. 1042,On the Amendment S.Amdt. 2524,Agreed to,Graham Amdt. No. 2524; In the nature of a substitute.,84,14
2005-11-15,1,326,S. 1042,On Passage of the Bill,Passed,S. 1042 As Amended; National Defense Authorization Act for Fiscal Year 2006,98,0
2005-11-16,1,327,S. 1783,On the Amendment S.Amdt. 2583,Agreed to,Akaka Amdt. No. 2583; To compute the actuarial value of monthly benefits in the form of a life annuity commencing at age 60 for certain airline pilots.,58,41
2005-11-16,1,328,S. 1783,On Passage of the Bill,Passed,S.1783 as Amended; Pension Security and Transparency Act of 2005,97,2
2005-11-16,1,329,H.R. 2862,On the Conference Report,Agreed to,"Conference Report to Accompany H.R. 2862; Science, State, Justice, Commerce, and Related Agencies Appropriations Act, 2006",94,5
2005-11-17,1,330,S. 2020,On the Motion S.Amdt. 2602,Rejected,"Motion to Waive CBA Re: Conrad Amdt. No. 2602; To amend the Internal Revenue Code of 1986 to provide tax benefits for areas affected by Hurricanes Katrina, Rita, and Wilma and to extend certain expiring provisions, and for other purposes.",44,55
2005-11-17,1,331,S. 2020,On the Motion S.Amdt. 2587,Rejected,"Motion to Waive CBA Re: Dorgan Amdt. No. 2587; To amend the Internal Revenue Code of 1986 to impose a temporary windfall profit tax on crude oil and to rebate the tax collected back to the American consumer, and for other purposes.",35,64
2005-11-17,1,332,S. 2020,On the Motion S.Amdt. 2609,Rejected,Motion to Waive CBA Re: Feinstein Amdt. No. 2609; To repeal certain tax benefits relating to oil and gas wells intangible drilling and development costs.,48,51
2005-11-17,1,333,S. 2020,On the Motion S.Amdt. 2610,Rejected,"Motion to Waive CBA Re: Feinstein Amdt. No. 2610; To reinstate for millionaires a top individual income tax rate of 39.6 percent, the pre-May 2003 rates of tax on capital gains and dividends, and to repeal the reduction and termination of the phase out of personal exemptions and overall limitation on itemized deductions, until the Federal budget deficit is eliminated.",40,59
2005-11-17,1,334,S. 2020,On the Motion S.Amdt. 2612,Rejected,"Motion to Waive CBA Re: Cantwell Amdt. No. 2612; To improve the Federal Trade Commission's ability to protect consumers from price-gouging during energy emergencies, and for other purposes.",57,42
2005-11-17,1,335,S. 2020,On the Motion S.Amdt. 2633,Rejected,Motion to Waive CBA Lott Amdt. No. 2633; To clarify treatment of outside income and expenses in the Senate.,51,47
2005-11-17,1,336,S. 2020,On the Motion S.Amdt. 2654,Rejected,Motion to Waive CBA Grassley Amdt. No. 2654; To express the sense of the Senate.,53,45
2005-11-17,1,337,S. 2020,On the Motion S.Amdt. 2596,Rejected,Motion to Waive CBA Durbin Amdt. No. 2596; To express the sense of the Senate concerning the provision of health care for children before providing tax cuts for the wealthy.,43,55
2005-11-17,1,338,S. 2020,On the Motion S.Amdt. 2588,Rejected,Motion to Waive CBA Kennedy Amdt. No. 2588; To eliminate child poverty.,36,62
2005-11-17,1,339,S. 2020,On the Motion S.Amdt. 2626,Rejected,Motion to Waive CBA Re: Reed Amdt. No. 2626; To impose a temporary windfall profits tax on crude oil and to use the proceeds of the tax collected to fund programs under the Low-Income Energy Assistance Act of 1981 through a trust fund.,50,48
2005-11-17,1,340,S. 2020,On the Motion S.Amdt. 2650,Rejected,Motion to Waive CBA Feingold Amdt. No. 2650; To fully reinstate the pay-as-you-go requirement through 2010.,50,48
2005-11-17,1,341,S. 2020,On the Motion S.Amdt. 2635,Rejected,Motion to Waive CBA Re: Schumer Amdt. No. 2635; To amend the Internal Revenue Code of 1986 to impose a temporary windfall profit tax on crude oil and to use the proceeds of the tax collected to provide a nonrefundable tax credit of $100 for every personal exemption claimed for taxable years beginning in 2005.,33,65
2005-11-17,1,342,S. 2020,On the Motion S.Amdt. 2601,Rejected,Motion to Waive CBA Nelson Amdt. No. 2601; To amend title XVIII of the Social Security Act to provide extended and additional protection to Medicare beneficiaries who enroll for the Medicare prescription drug benefit during 2006.,51,47
2005-11-17,1,343,S. 2020,On the Motion S.Amdt. 2634,Rejected,"Motion to Waive CBA Boxer Amdt. No. 2634; To provide an additional $500,000,000 for each of fiscal years 2006 through 2010, to be used for readjustment counseling, related mental health services, and treatment and rehabilitative services for veterans with mental illness, post-traumatic stress disorder, or substance use disorder.",43,55
2005-11-17,1,344,S. 2020,On the Motion S.Amdt. 2616,Rejected,"Motion to Waive CBA Kerry Amdt. No. 2616; To accelerate marriage penalty relief for the earned income tax credit, to extend the election to include combat pay in earned income, and to make modifications of effective dates of leasing provisions of the American Jobs Creation Act of 2004.",55,43
2005-11-17,1,345,S. 2020,On the Motion S.Amdt. 2629,Rejected,"Motion to Waive CBA Dayton Amdt. No. 2629; To allow a refundable tax credit for the energy costs of farmers and ranchers, and to modify the foreign tax credit rules applicable to dual capacity taxpayers.",47,51
2005-11-17,1,346,S. 2020,On the Motion S.Amdt. 2665,Rejected,Motion to Waive CBA Harkin Amdt. No. 2665; To amend the Internal Revenue Code of 1986 to restore the phaseout of personal exemptions and the overall limitation on itemized deductions and to modify the income threshold used to calculate the refundable portion of the child tax credit.,42,56
2005-11-18,1,347,S. 2020,On Passage of the Bill,Passed,"S. 2020, As Amended; Tax Relief Act of 2005",64,33
2005-11-18,1,348,H.J.Res. 72,On the Amendment S.Amdt. 2672,Rejected,Harkin Amdt. No. 2672; To increase the amount appropriated to carry out under the Community Services Block Grant Act.,46,50
2005-11-18,1,349,H.R. 3010,On the Motion,Agreed to,"Specter Motion to Instruct Conferees Re: H.R. 3010; Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2006",66,28
2005-11-18,1,350,H.R. 3010,On the Motion,Agreed to,"Durbin Motion to Instruct Conferees Re: H.R. 3010; Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2006",58,36
2005-12-14,1,351,S. 1932,On the Motion,Agreed to,Carper Motion to Instruct Conferees on S. 1932; Deficit Reduction Act of 2005,64,27
2005-12-14,1,352,S. 1932,On the Motion,Agreed to,Baucus Motion to Instruct Conferees on S. 1932; Deficit Reduction Act of 2005,75,16
2005-12-14,1,353,S. 1932,On the Motion,Agreed to,Harkin Motion To Instruct Conferees on S. 1932; Deficit Reduction Act of 2005,66,26
2005-12-15,1,354,S. 1932,On the Motion,Agreed to,Dewine Motion to Instruct Conferees on S. 1932; Deficit Reduction Act of 2005,71,20
2005-12-15,1,355,S. 1932,On the Motion,Agreed to,Kohl Motion to Instruct Conferees on S. 1932; Deficit Reduction Act of 2005,75,16
2005-12-15,1,356,S. 1932,On the Motion,Agreed to,Kennedy Motion to Instruct Conferees on S. 1932; Deficit Reduction Act of 2005,83,8
2005-12-15,1,357,S. 1932,On the Motion,Agreed to,Reed Motion to Instruct Conferees on S. 1932; Deficit Reduction Act of 2005,63,28
2005-12-16,1,358,H.R. 3199,On the Cloture Motion,Rejected,Motion to Invoke Cloture on the Conference to Accompany H.R. 3199; USA PATRIOT Improvement and Reauthorization Act of 2005,52,47
2005-12-19,1,359,H.R. 2863,On the Motion to Proceed,Agreed to,"Motion to Proceed to the Conference Report to Accompany H.R. 2863; Department of Defense, Emergency Supplemental Appropriations to Address Hurricanes in the Gulf of Mexico, and Pandemic Influenza Act, 2006",94,1
2005-12-19,1,360,H.R. 1815,On the Motion to Proceed,Agreed to,Motion to Proceed to Conference Report to Accompany H.R. 1815; National Defense Authorization Act for Fiscal Year 2006,95,0
2005-12-19,1,361,S. 1932,On the Motion to Proceed,Agreed to,Motion to Proceed to Conference Report to Accompany S. 1932; Deficit Reduction Act of 2005,86,9
2005-12-21,1,362,S. 1932,On the Motion,Rejected,Motion to Waive CBA (Sects. 313(b)(1)(A) and 313(b)(1)(D)) Re: Conference Report to Accompany S. 1932; Deficit Reduction Act of 2005,52,48
2005-12-21,1,363,S. 1932,On the Motion,Agreed to,"Motion to Concur in House Amdt. To S. 1932, With an Amdt.; Deficit Reduction Act of 2005",50,50
2005-12-21,1,364,H.R. 2863,On the Cloture Motion,Rejected,"Motion to Invoke Cloture on the Conference Report to Accompany H.R. 2863; Department of Defense, Emergency Supplemental Appropriations to Address Hurricanes in the Gulf of Mexico, and Pandemic Influenza Act, 2006",56,44
2005-12-21,1,365,S.Con.Res. 74,On the Concurrent Resolution,Agreed to,S. Con. Res. 74; A concurrent resolution correcting the enrollment of H.R. 2863.,48,45
2005-12-21,1,366,H.R. 2863,On the Conference Report,Agreed to,"H.R. 2863 Conference Report; Department of Defense, Emergency Supplemental Appropriations to Address Hurricanes in the Gulf of Mexico, and Pandemic Influenza Act, 2006",93,0
2006-01-30,2,1,PN1059,On the Cloture Motion,Agreed to,"Motion to Invoke Cloture On The Nomination of Samuel A. Alito, Jr. of New Jersey, To Be An Associate Justice Of The Supreme Court",72,25
2006-01-31,2,2,PN1059,On the Nomination,Confirmed,"Confirmation Samuel A. Alito, Jr., of New Jersey, to be an Associate Justice",58,42
2006-02-02,2,3,H.R. 4297,On the Motion S.Amdt. 2729,Rejected,Motion to Waive CBA Conrad Amdt. No. 2729; To provide revenue provisions.,44,52
2006-02-02,2,4,H.R. 4297,On the Amendment S.Amdt. 2731,Rejected,Grassley Amdt. No. 2731; To express the sense of the Senate regarding the Medicare part D prescription drug program.,42,54
2006-02-02,2,5,H.R. 4297,On the Motion S.Amdt. 2730,Rejected,Motion to Waive CBA Re: Nelson (FL) Amdt. No. 2730; To provide for necessary beneficiary protections in order to ensure access to coverage under the Medicare part D prescription drug program.,52,45
2006-02-02,2,6,H.R. 4297,On the Motion S.Amdt. 2716,Rejected,"Motion to Waive CBA Clinton Amdt. No. 2716; To establish a congressional commission to examine the Federal, State, and local response to the devastation wrought by Hurricane Katrina in the Gulf Region of the United States especially in the States of Louisiana, Mississippi, Alabama, and other areas impacted in the aftermath and make immediate corrective measures to improve such responses in the future.",44,53
2006-02-02,2,7,H.R. 4297,On the Motion S.Amdt. 2735,Rejected,Motion to Waive CBA Dodd Amdt. No. 2735; To support the health needs of our veterans and military personnel and reduce the deficit by making tax rates fairer for all Americans.,44,53
2006-02-02,2,8,H.R. 4297,On the Motion S.Amdt. 2737,Rejected,"Motion to Waive CBA Reed Amdt. No. 2737; To strengthen America's military, to repeal the extension of tax rates for capital gains and dividends, to reduce the deficit, and for other purposes.",44,53
2006-02-02,2,9,H.R. 4297,On the Amendment S.Amdt. 2705,Agreed to,Menendez Amdt. No. 2705; To express the sense of the Senate that protecting middle-class families from the alternative minimum tax should be a higher priority for Congress in 2006 than extending a tax cut that does not expire until the end of 2008.,73,24
2006-02-02,2,10,H.R. 4297,On Passage of the Bill,Passed,H.R. 4297 As Amended; Tax Increase Prevention and Reconciliation Act of 2005,66,31
2006-02-02,2,11,H.R. 4659,On Passage of the Bill,Passed,H.R. 4659; A bill to amend the USA PATRIOT ACT to extend the sunset of certain provisions of such Act.,95,1
2006-02-07,2,12,S. 852,On Cloture on the Motion to Proceed,Agreed to,Motion to Invoke Cloture on the Motion to Proceed to Consider S. 852; Fairness in Asbestos Injury Resolution Act of 2005,98,1
2006-02-09,2,13,S. 852,On the Motion to Table S.Amdt. 2748,Agreed to,"Motion to Table Cornyn Amdt. No. 2748; To provide a new system by which to resolve claims for bodily injury caused by asbestos exposure, and for other purposes.",70,27
2006-02-13,2,14,H.R. 4297,On the Motion,Agreed to,Grassley Motion to Instruct Conferees on H.R. 4297 Re: Veterans; Tax Increase Prevention and Reconciliation Act of 2005,92,0
2006-02-13,2,15,H.R. 4297,On the Motion,Rejected,Dodd Motion to Instruct Conferees on H.R. 4297 Re: Veterans; Tax Increase Prevention and Reconciliation Act of 2005,40,53
2006-02-14,2,16,H.R. 4297,On the Motion,Agreed to,Grassley Motion to Instruct Conferees on H.R. 4297 Re: AMT/Capital Gains; Tax Increase Prevention and Reconciliation Act of 2005,53,47
2006-02-14,2,17,H.R. 4297,On the Motion,Rejected,Kennedy Motion to Instruct Conference on H.R. 4297 Re: Capital Gains; Tax Increase Prevention and Reconciliation Act of 2005,47,53
2006-02-14,2,18,H.R. 4297,On the Motion,Rejected,Reed Motion to Instruct Conferees on H.R. 4297 Re: Military; Tax Increase Prevention and Reconciliation Act of 2005,45,55
2006-02-14,2,19,H.R. 4297,On the Motion,Agreed to,Hutchison Motion to Instruct Conferees on H.R. 4297 Re: States Sales Taxes; Tax Increase Prevention and Reconciliation Act of 2005,75,25
2006-02-14,2,20,H.R. 4297,On the Motion,Rejected,Lautenberg Motion to Instruct Conferees on H.R. 4297 Re: National Debt; Tax Increase Prevention and Reconciliation Act of 2005,46,54
2006-02-14,2,21,S. 852,On the Motion,Rejected,Motion to Waive CBA Re: S. 852; Fairness in Asbestos Injury Resolution Act of 2005,58,41
2006-02-16,2,22,S. 2271,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Motion to Proceed to Consider S. 2271; USA PATRIOT Act Additional Reauthorizing Amendments Act of 2006,96,3
2006-02-28,2,23,S. 2271,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on S. 2271; USA PATRIOT Act Additional Reauthorizing Amendments Act of 2006,69,30
2006-03-01,2,24,S. 2271,On the Amendment S.Amdt. 2895,Agreed to,First Amdt. No. 2895 As Amended; To establish the enactment date of the Act.,81,18
2006-03-01,2,25,S. 2271,On Passage of the Bill,Passed,"S. 2271, As Amended; USA PATRIOT Act Additional Reauthorizing Amendments Act of 2006",95,4
2006-03-01,2,26,H.R. 3199,On the Motion to Proceed,Agreed to,Motion to Proceed to Consider the Motion to Reconsider the Vote by which the Motion to Invoke Cloture on the Conference Report to Accompany H.R. 3199 was Not Agreed To (RCV 358).; USA PATRIOT Improvement and Reauthorization Act of 2005,86,13
2006-03-01,2,27,H.R. 3199,On the Motion to Reconsider,Agreed to,Motion to Reconsider the Vote by Which Cloture was Not Invoked on the Conference Report to Accompany H.R. 3199 (RCV 358).; USA PATRIOT Improvement and Reauthorization Act of 2005,85,14
2006-03-01,2,28,H.R. 3199,On the Cloture Motion,Agreed to,Upon Reconsideration - Cloture on The Conference Report to Accompany H.R. 3199; USA PATRIOT Improvement and Reauthorization Act of 2005,84,15
2006-03-02,2,29,H.R. 3199,On the Conference Report,Agreed to,H.R. 3199 Conference Report; USA PATRIOT Improvement and Reauthorization Act of 2005,89,10
2006-03-02,2,30,S. 2320,On the Motion,Agreed to,"Motion to Waive CBA Re: S. 2320; A bill to make available funds included in the Deficit Reduction Act of 2005 for the Low-Income Home Energy Assistance Program for fiscal year 2006, and for other purposes.",66,31
2006-03-06,2,31,PN938,On the Nomination,Confirmed,"Confirmation Timothy C. Batten, Sr., of Georgia, to be U.S. District Judge",88,0
2006-03-06,2,32,PN940,On the Nomination,Confirmed,"Confirmation Thomas E. Johnston, of West Virginia, to be U.S. District Judge",89,0
2006-03-07,2,33,S. 2320,On the Cloture Motion,Agreed to,"Motion to Invoke Cloture on S. 2320; A bill to make available funds included in the Deficit Reduction Act of 2005 for the Low-Income Home Energy Assistance Program for fiscal year 2006, and for other purposes.",75,25
2006-03-07,2,34,S. 2320,On the Amendment S.Amdt. 2913,Agreed to,Snowe Amdt. No. 2913; To improve the distribution of funds to States under there Low-Income Home Energy Assistance Program.,68,31
2006-03-08,2,35,S. 2349,On the Amendment S.Amdt. 2932,Rejected,Reid Amdt. No. 2932; To provide additional transparency in the legislative process.,44,55
2006-03-09,2,36,S. 2349,On the Cloture Motion,Rejected,Motion to Invoke Cloture on S. 2349; 527 Reform Act of 2006,51,47
2006-03-13,2,37,PN1060,On the Nomination,Confirmed,"Confirmation Leo Maury Gordon, of New Jersey, to be a Judge of the U.S. Court of International Trade",82,0
2006-03-14,2,38,S.Con.Res. 83,On the Amendment S.Amdt. 3013,Rejected,Conrad Amdt. No. 3013; To fully reinstate the pay-as-you-go requirement through 2011.,50,50
2006-03-14,2,39,S.Con.Res. 83,On the Amendment S.Amdt. 3028,Rejected,"Kennedy Amdt. No. 3028; To support college access and job training by: (1) restoring program cuts slated for vocational education, TRIO, GEAR UP, Perkins Loans, and other student aid programs; (2) increasing investment in student aid programs, including increasing the maximum Pell Grant to $4,500; and (3) restoring cuts slated for job training programs; paid for by closing $6.3 billion in corporate tax loopholes.",50,50
2006-03-14,2,40,S.Con.Res. 83,On the Amendment S.Amdt. 2999,Agreed to,"Burns Amdt. No. 2999; To provide increased funding for veterans health programs, and to negate the need for enrollment fees and increase in pharmacy co-payments.",100,0
2006-03-14,2,41,S.Con.Res. 83,On the Amendment S.Amdt. 3007,Rejected,Akaka Amdt. No. 3007; To increase Veterans medical services funding by $1.5 billion in FY 2007 to be paid for by closing corporate tax loopholes.,46,54
2006-03-14,2,42,S.Con.Res. 83,On the Amendment S.Amdt. 3039,Rejected,"Bingaman Amdt. No. 3039; To make energy more affordable and sustainable, to increase our national security through foreign oil replacement with biofuels and alternative fuels and advanced/hybrid vehicle use, to accelerate production and market penetration of clean and renewable energy technologies and generation, and to more fully utilize energy efficiency and conservation technologies and practices.",46,54
2006-03-15,2,43,S.Con.Res. 83,On the Amendment S.Amdt. 3063,Rejected,Murray Amdt. No. 3063; To restore funding for the Community Development Block Grant Program to the fiscal 2004 level by closing tax loopholes previously slated for elimination in Senate-passed legislation.,45,53
2006-03-15,2,44,S.Con.Res. 83,On the Amendment S.Amdt. 3050,Agreed to,Santorum Amdt. No. 3050; To increase funding for the Community Develeopment Block Grant Program.,60,38
2006-03-15,2,45,S.Con.Res. 83,On the Amendment S.Amdt. 3056,Rejected,"Stabenow Amdt. No. 3056; To provide $5 billion for our emergency responders so that they can field effective and reliable interoperable communications equipment to respond to natural disasters, terrorist attacks and the public safety needs of America's communities and fully offset this by closing tax loopholes and collecting more from the tax gap.",43,55
2006-03-15,2,46,S.Con.Res. 83,On the Amendment S.Amdt. 3061,Agreed to,"McConnell Amdt. No. 3061; To provide funding for maritime security, including the Container Security Initiative, improved data for targeted cargo searches, and full background checks and security threat assessments of personnel at our nation's seaports.",90,8
2006-03-15,2,47,S.Con.Res. 83,On the Amendment S.Amdt. 3054,Rejected,"Menendez Amdt. No. 3054; To provide an additional $965 million to make our ports more secure by increasing port security grants, increasing inspections, improving existing programs, and increasing research and development, and to fully offset this additional funding by closing tax loopholes.",43,53
2006-03-15,2,48,S.Con.Res. 83,On the Amendment S.Amdt. 3073,Agreed to,Grassley Amdt. No. 3073; To establish a reserve fund to allow for deficit-neutral legislation that would provide for an extension of the Medicare part D enrollment period.,76,22
2006-03-15,2,49,S.Con.Res. 83,On the Amendment S.Amdt. 3009,Rejected,Nelson Amdt. No. 3009; To establish a deficit-neutral reserve fund to protect medicare beneficiaries who enroll in the prescription drug benefit during 2006.,49,49
2006-03-15,2,50,S.Con.Res. 83,On the Amendment S.Amdt. 3004,Agreed to,"Snowe Amdt. No. 3004; To ensure that any savings associated with legislation that authorizes the Secretary of Health and Human Services to use the collective purchasing power of 40,000,000 Medicare beneficiaries to negotiate the best possible prices for prescription drugs provided through part D of title XVIII of the Social Security Act in fallback plans, by private drug plans (if asked) and in other circumstances, but not permitting a uniform formulary or price setting, is reserved for deficit reduction of to improve the Medicare drug benefit.",54,44
2006-03-15,2,51,S.Con.Res. 83,On the Amendment S.Amdt. 3086,Rejected,Byrd Amdt. No. 3086; To preserve a national intercity passenger rail system by providing adequate funding of $1.45 billion for Amtrak in Fiscal Year 2007 and to fully offset this additional funding by closing corporate tax loopholes.,44,53
2006-03-15,2,52,S.Con.Res. 83,On the Amendment S.Amdt. 3015,Rejected,"Santorum Amdt. No. 3015; To provide an additional $550,000,000 for Amtrak for fiscal year 2007.",39,59
2006-03-16,2,53,H.J.Res. 47,On the Amendment S.Amdt. 3131,Rejected,Baucus Amendment No. 3131; To require a study of debt held by foreigners.,44,55
2006-03-16,2,54,H.J.Res. 47,On the Joint Resolution,Agreed to,H.J.Res.47; A joint resolution increasing the statutory limit on the public debt.,52,48
2006-03-16,2,55,S.Con.Res. 83,On the Amendment S.Amdt. 3133,Rejected,"Conrad Amdt No. 3133; To increase funding to combat avian flu, increase local preparedness, and create a Manhattan Project-like effort to develop a vaccine to inoculate the U.S. Population against a pandemic by $5 billion in FY 2007 paid for by requiring tax withholding on government payments to contractors like Halliburton.",44,55
2006-03-16,2,56,S.Con.Res. 83,On the Amendment S.Amdt. 3114,Agreed to,Burr Amdt No. 3114; To provide for the establishment of a reserve fund concerning pandemic influenza preparedness planning.,99,1
