Student Number;Question 1 ID;Question 2 ID;Question 3 ID;Question 4 ID;Question 5 ID
5357;13517;15052;13273;13229;696
5358;12718;818;92;66;13207
5359;13221;13235;2214;13275;2516
5360;13274;15057;13273;1122;12109
5361;337;15061;697;527;12711
5362;12793;648;5504;13074;276
5363;1135;15049;2208;12718;167
5364;2354;15063;2517;12674;2489
5365;15403;172;12783;12729;13215
5366;1634;691;15061;5601;190
5367;276;713;13239;15865;2291
5368;13292;12797;243;2355;166
5369;691;648;13273;12710;999
5370;648;397;2348;818;637
5371;1143;713;648;172;13211
5372;445;15071;3917;194;2202
5373;13510;15030;716;648;12718
5374;1619;2193;910;15063;13078
5375;13274;1608;910;15033;13510
5376;809;13231;2516;12734;13201
5377;12812;12790;5475;15147;13074
5378;1608;15057;12179;12716;12098
5379;12109;5580;15865;602;226
5380;13509;13207;12710;1112;206
5381;2321;190;13243;12754;13239
5382;15049;172;13201;12171;12718
5383;12797;11542;65;12710;809
5384;15872;471;575;5504;2291
5385;15052;2343;12930;1143;13241
5386;12793;716;471;813;15029
5387;92;12109;595;602;12716
5388;172;13276;12932;445;13207
5389;13277;66;223;15057;226
5390;15403;716;12752;456;13201
5391;13;12716;15413;5620;1049
5392;15064;1630;12754;13241;12109
5393;159;5553;1630;12932;15033
5394;397;760;2214;766;13273
5395;1049;15061;13235;12729;13236
5396;13230;12803;637;226;1619
5397;13212;65;12720;13074;15053
5398;1110;12729;3855;809;12776
5399;15071;713;13230;1140;15063
5400;5475;2343;1619;15050;12754
5401;753;436;716;12109;13080
5402;13274;12729;159;2355;13078
5403;910;66;2321;12932;1014
5404;13211;1119;436;114;12721
5405;15049;714;2497;12783;807
5406;445;92;15049;102;12930
5407;15057;13212;397;12709;1630
5408;2371;15011;15071;602;2214
5409;15403;813;1143;13222;15065
5410;337;5456;15052;13509;1112
5411;2517;2511;13230;2371;15030
5412;15063;92;12797;810;13278
5413;2193;12797;15032;527;3859
5414;397;12745;817;807;45
5415;15413;1122;5504;15033;27
5416;1014;13231;276;1049;5584
5417;13241;2371;13205;807;15071
5418;12803;1049;1593;697;13278
5419;595;11542;5475;2214;13201
5420;15061;15032;696;15014;13205
5421;13236;13277;1136;813;12718
5422;12797;206;5580;12718;2234
5423;12930;66;1634;13217;5456
5424;194;13274;3859;15865;13217
5425;15029;337;12812;15051;12814
5426;12783;13510;471;12932;1122
5427;2321;13276;13074;12817;92
5428;753;766;697;13201;15063
5429;114;15413;66;648;12098
5430;13292;27;766;1634;166
5431;15052;3917;15063;206;12814
5432;714;12929;5561;12797;2348
5433;914;2517;1593;65;13517
5434;13274;1109;5916;999;3859
5435;12674;637;243;12817;631
5436;1112;12810;914;13243;12208
5437;436;2497;27;12754;914
5438;12711;13517;13211;5561;12754
5439;648;13201;1014;471;12810
5440;66;2517;12674;1593;5584
5441;92;1143;12716;809;817
5442;166;13517;13221;15061;155
5443;766;12710;15033;13221;12734
5444;602;243;15014;13282;12720
5445;2208;65;15063;575;226
5446;537;15011;5475;12797;12179
5447;5594;5601;13517;5620;12721
5448;602;5601;15052;1122;92
5449;2511;1049;15413;436;15872
5450;13286;2516;12752;15052;1112
5451;206;13234;12710;12812;27
5452;471;12208;397;5580;1608
5453;1049;602;13514;13230;817
5454;102;813;13277;1110;13282
5455;12754;15050;471;1049;13217
5456;5916;445;2321;15147;13228
5457;15064;13286;1110;2489;5561
5458;13207;12932;15147;13514;13229
5459;15033;13517;5594;13239;15049
5460;13215;15052;13236;13514;2214
5461;12711;12718;13;13241;242
5462;5620;11542;15413;15014;1608
5463;13211;12817;13230;13074;11542
5464;2291;5456;2497;12932;12720
5465;1135;914;337;2214;12718
5466;760;13276;12179;337;13277
5467;12812;2511;226;13229;1109
5468;1608;15052;5601;760;2516
5469;817;2348;12783;15014;194
5470;12734;12710;3855;15865;65
5471;2371;12716;2511;13080;13277
5472;45;12817;12209;166;13211
5473;12754;167;5916;716;13234
5474;12817;12711;1136;15049;15872
5475;637;12752;5504;999;12734
5476;13224;637;12790;15057;12179
5477;5580;1122;130;27;13207
5478;13239;2291;15011;2514;397
5479;13201;2193;13211;13234;817
5480;226;12783;753;12776;15011
5481;12098;708;5601;12171;13228
5482;5561;15052;471;242;13292
5483;5620;15403;223;696;15014
5484;1608;13275;2511;337;696
5485;1608;648;206;914;11542
5486;13509;12793;12720;12208;1049
5487;1014;190;12710;172;13286
5488;5553;5504;130;12734;15030
5489;12710;456;13276;5594;12209
5490;12729;13274;696;12709;13205
5491;12803;637;130;13074;15065
5492;65;172;12109;15051;1112
5493;697;436;15065;13235;15413
5494;12776;12209;13509;766;708
5495;12109;15403;15050;2504;15011
5496;13278;2355;436;818;13239
5497;13278;15049;2193;13234;12109
5498;155;15872;12710;13235;471
5499;13278;243;631;2291;5553
5500;1593;2321;12814;13205;12171
5501;15071;807;3917;13275;13212
5502;527;602;12171;13236;753
5503;242;159;708;13212;65
5504;5916;817;12810;2208;12674
5505;810;12721;716;1122;13078
5506;2511;1608;15032;15071;914
5507;12208;766;5916;12745;155
5508;15052;15865;1135;13231;12716
5509;2354;12721;2514;5561;602
5510;5504;12793;637;12929;713
5511;3855;12171;12752;15071;12783
5512;12709;2202;15063;471;13078
5513;15052;809;5601;15071;5580
5514;15029;12209;3917;1049;15030
5515;2517;13224;713;456;2234
5516;15052;13510;13235;2321;13215
5517;1112;5580;2371;1135;5456
5518;15061;11542;15011;13286;13274
5519;15053;914;15872;13276;445
5520;13275;12716;12814;92;15053
5521;12930;2193;12932;716;12718
5522;12179;13243;65;1049;13231
5523;810;708;1619;114;691
5524;445;5594;12109;13230;167
5525;753;2489;13231;15413;1049
5526;12734;537;15872;243;5584
5527;12929;12109;12817;15865;1112
5528;92;166;708;5916;13277
5529;3859;159;1135;3855;12790
5530;13207;11542;15413;337;13221
5531;2234;2504;1014;12721;12810
5532;754;15032;12803;15029;13078
5533;753;2202;713;15071;15064
5534;15030;12790;5916;13230;13235
5535;243;12803;3859;2489;15415
5536;2214;13211;2517;12674;3855
5537;2516;12709;242;3859;15011
5538;1119;13228;13234;13207;12734
5539;15049;397;809;15052;15030
5540;243;12674;12734;12783;15413
5541;575;1135;12109;12098;2214
5542;2504;13239;1112;242;637
5543;13282;13510;12709;13078;2208
5544;92;3859;130;102;754
5545;1136;809;12814;12674;13510
5546;595;12720;5475;12716;1112
5547;13273;753;1136;2234;15049
5548;818;5504;13205;12752;102
5549;2355;12930;766;2354;12709
5550;92;1136;13235;2511;13207
5551;13277;13241;1049;2321;13510
5552;166;15415;12709;12776;12790
5553;5561;999;12098;13241;2214
5554;13517;914;13078;708;12179
5555;5594;12718;223;12783;13517
5556;206;1630;15865;1135;12179
5557;397;13215;575;12109;12720
5558;1619;1011;1112;15071;13074
5559;3859;15029;13211;15049;65
5560;1109;12179;12790;2354;15413
5561;15029;813;2291;27;13078
5562;13215;13201;13205;12734;817
5563;13235;13236;12109;13207;276
5564;3917;13228;12817;818;914
5565;595;12803;13234;12729;13080
5566;445;15057;223;12720;13235
5567;1634;15050;15057;2291;2511
5568;697;337;15053;1619;13215
5569;172;537;1109;809;114
5570;456;15030;337;1014;1122
5571;527;15063;15033;12710;5553
5572;12810;11542;13205;13;631
5573;66;12793;12783;910;397
5574;12783;12752;12790;2193;65
5575;13514;2202;15057;13273;114
5576;5553;1593;2202;575;13236
5577;2371;5601;3855;12109;15030
5578;13292;12776;15049;12783;1014
5579;3917;12711;2517;12209;5561
5580;1011;375;12797;2343;2234
5581;13275;13230;226;12718;12754
5582;696;276;13273;12929;807
5583;445;13517;12810;12790;13510
5584;754;2321;13211;13229;12716
5585;2214;226;13274;2291;5475
5586;13078;12720;1109;27;2348
5587;13510;397;5553;2343;1011
5588;15033;12208;5475;13224;45
5589;12720;13509;13235;11542;12745
5590;1136;13276;716;13205;12729
5591;817;1136;13201;12810;27
5592;708;13230;5475;2291;13224
5593;12209;12734;999;817;760
5594;5504;766;436;15052;809
5595;5475;155;716;2511;13211
5596;817;5620;456;13217;3917
5597;12745;1112;5580;13229;1014
5598;13080;15050;13207;12929;92
5599;5475;13509;45;12783;648
5600;1014;12932;2348;15865;1634
5601;15030;602;12179;13201;12754
5602;691;12930;15050;754;2516
5603;13239;1014;708;13277;1143
5604;2234;810;15057;15033;12745
5605;65;13211;12208;602;167
5606;167;12817;66;130;15029
5607;1630;713;12718;12710;12109
5608;15057;12718;65;2291;13235
5609;1140;3917;2511;155;708
5610;2202;159;1143;2355;999
5611;12814;708;102;12710;15872
5612;810;12793;12745;713;15065
5613;12171;1619;15049;714;1593
5614;12797;999;1135;166;114
5615;2348;15415;708;13211;13278
5616;5561;12930;13217;1136;1110
5617;1109;2516;810;1140;12812
5618;15014;456;12721;537;12930
5619;13236;13221;375;92;697
5620;716;13;760;696;12710
5621;155;5504;13207;13222;190
5622;12718;12752;13217;2511;2208
5623;1112;697;11542;5601;12718
5624;15053;13239;12710;5456;130
5625;2208;818;13509;15071;5580
5626;713;2234;1014;2321;13241
5627;1122;12930;65;2497;15071
5628;13217;1122;243;172;13243
5629;2214;13239;817;602;713
5630;2497;5620;114;713;15872
5631;1014;3855;2517;1110;15011
5632;1593;1011;13231;602;2202
5633;15049;243;12803;2371;13274
5634;13274;15061;15014;3855;12674
5635;13201;807;2291;12709;15014
5636;2489;12109;1140;12718;13080
5637;13078;3917;102;15071;12734
5638;12754;13080;66;2516;696
5639;445;12752;223;595;910
5640;1122;5601;2504;527;713
5641;648;15049;13286;12797;2511
5642;5504;1014;3855;2208;648
5643;15063;766;1143;12710;13509
5644;12674;5580;637;760;13229
5645;15071;15872;760;276;243
5646;15065;13282;602;5601;2516
5647;648;2514;1140;243;716
5648;2371;13510;813;12793;12716
5649;13229;2511;226;15403;13517
5650;1049;13273;65;5475;66
5651;13236;760;13510;13286;2234
5652;13278;1593;1630;13239;194
5653;13241;13243;818;753;159
5654;1593;1135;456;3917;13241
5655;631;3917;697;2517;15030
5656;2291;12797;910;13078;12814
5657;696;12812;914;15030;13222
5658;1049;172;716;527;15029
5659;716;15065;12929;1619;12209
5660;602;102;537;13243;12929
5661;1593;15071;999;2234;637
5662;12711;1119;12709;436;13276
5663;713;12932;1634;2343;1110
5664;15147;223;817;194;1112
5665;12171;13212;12932;2234;2514
5666;15872;12783;13236;13224;167
5667;999;2355;12752;708;2516
5668;12814;648;12209;5916;13273
5669;15029;397;1119;2234;12752
5670;1143;13224;15049;602;471
5671;12711;1011;5561;1112;12810
5672;12729;12721;15413;12803;13517
5673;1112;754;637;12810;13078
5674;114;5580;172;696;12752
5675;15011;1119;206;15052;5475
5676;13292;15065;2371;810;807
5677;1014;13517;12709;809;194
5678;13;631;1119;817;13514
5679;2497;2514;13078;445;817
5680;2343;15051;2511;12754;5620
5681;648;637;15057;12109;15415
5682;12674;130;445;13514;13274
5683;12812;15052;276;15413;910
5684;65;713;12797;12932;5561
5685;130;1630;13275;15051;15033
5686;5456;1110;27;13212;2355
5687;1143;760;12109;12734;15014
5688;2504;12814;12709;716;914
5689;15071;92;166;13286;13514
5690;1634;12817;1135;15032;13241
5691;13276;12776;130;12716;1049
5692;813;12716;15063;15872;114
5693;13276;155;13230;713;527
5694;2343;13230;12734;15014;2514
5695;13221;13224;1011;12793;102
5696;813;817;1593;2371;12209
5697;15032;637;12810;12793;1112
5698;12803;5916;15011;13514;12179
5699;1634;92;15030;114;13282
5700;13509;13510;595;206;999
5701;65;12710;337;15065;15063
5702;914;12208;15415;12098;12209
5703;5456;15051;13080;809;15032
5704;810;595;11542;914;5580
5705;631;15049;807;12718;2511
5706;13517;2355;15053;13236;5620
5707;13239;12752;13207;15030;5620
5708;13228;716;13241;159;1136
5709;15011;375;226;595;12752
5710;1593;102;5916;13217;12814
5711;13222;166;13278;13211;631
5712;12710;5601;13222;12814;1630
5713;102;13239;276;809;27
5714;5601;5580;13510;2291;226
5715;15011;527;15413;206;15032
5716;1122;2343;3859;1119;999
5717;1112;12171;155;13514;166
5718;13276;12674;2348;159;12783
5719;15415;3855;15064;12745;1110
5720;2517;1619;2193;375;15029
5721;12932;242;713;243;12929
5722;2516;15052;2348;714;648
5723;697;2511;159;5594;1143
5724;15014;15061;5553;242;206
5725;66;15053;1014;375;1109
5726;13275;456;5601;13080;1634
5727;12814;13274;15071;13;12674
5728;190;754;375;167;5601
5729;1135;12718;12776;243;716
5730;1136;2354;12793;1049;13239
5731;13230;2193;1630;637;12710
5732;13277;12932;13274;15415;15049
5733;15071;760;813;648;13211
5734;12109;13273;15413;12930;15415
5735;155;13235;13273;813;13275
5736;13510;13229;999;223;15415
5737;537;13205;2291;2489;575
5738;1143;5601;15063;12790;15413
5739;15049;12709;2208;12817;12711
5740;375;1630;2193;15051;13205
5741;12929;760;13235;2517;2291
5742;13231;2497;809;766;2504
5743;12797;13234;12814;716;2514
5744;1593;12709;1109;2516;760
5745;15030;2343;810;92;807
5746;12734;13239;766;1608;12752
5747;595;456;13273;45;999
5748;697;276;15052;527;65
5749;760;166;456;13211;1140
5750;12812;2355;12930;15049;1049
5751;631;12734;242;1122;527
5752;15032;2193;5584;713;575
5753;13509;167;1136;15057;12209
5754;12793;914;15033;5916;716
5755;2214;13222;155;114;13514
5756;527;15050;3855;2214;13514
5757;2504;13207;206;242;13201
5758;445;2343;631;910;1630
5759;807;13222;15403;910;2321
5760;12729;13276;445;631;223
5761;167;1110;5601;1049;2355
5762;527;436;13236;226;12932
5763;3917;226;15063;66;12814
5764;15029;753;12710;13274;159
5765;13211;15064;27;2343;194
5766;817;12720;12793;12930;436
5767;2348;5504;12720;13201;15049
5768;13274;5475;602;13292;13239
5769;12209;92;12929;13211;15064
5770;130;13230;15065;15064;1143
5771;13241;12776;12932;13277;5553
5772;226;1135;15030;13236;691
5773;172;375;12710;2193;13292
5774;1011;2343;12754;810;15403
5775;15032;754;637;1122;11542
5776;13239;12793;12109;2516;471
5777;910;5620;2234;760;1109
5778;12711;5620;1619;602;13292
5779;807;15865;13243;15147;1593
5780;45;15063;243;13211;5620
5781;15053;12716;12734;714;13509
5782;13277;15051;13275;2516;813
5783;5601;12776;13228;1140;13230
5784;15030;243;2354;2321;5553
5785;12803;2354;12720;2504;13205
5786;65;1630;2193;12179;114
5787;13234;15403;15415;13275;595
5788;12929;12803;13217;15403;910
5789;602;92;12674;12752;2517
5790;15403;810;2348;1593;5594
5791;602;12209;13241;13078;716
5792;3859;5584;166;13286;13222
5793;15057;3917;696;397;15071
5794;3855;13241;575;595;12209
5795;13241;167;13215;13514;15403
5796;1140;2348;12721;13239;226
5797;15415;13510;436;12754;15063
5798;13510;172;12930;226;12812
5799;12776;2497;2354;12803;12716
5800;15053;15403;760;12710;12720
5801;12790;66;13514;807;15865
5802;2193;13510;12929;12814;1135
5803;13517;12754;1619;2234;15071
5804;15030;5504;12752;716;15865
5805;15057;114;436;13509;5601
5806;12810;5620;1109;12729;5561
5807;13;13074;13241;15011;471
5808;5504;2514;13074;13243;337
5809;13080;2504;65;714;5601
5810;2291;15413;2193;375;2348
5811;12711;602;2355;15033;13207
5812;15032;754;1110;999;13510
5813;13234;206;631;12812;445
5814;716;1109;2355;3859;13277
5815;15071;66;12171;1630;12776
5816;15052;1135;631;471;12720
5817;15061;716;813;2234;13229
5818;242;1135;2354;27;2202
5819;13221;12711;13282;13277;13211
5820;243;445;807;15052;2354
5821;12810;12932;15872;15030;397
5822;13228;1136;2214;3855;159
5823;2291;13278;2354;2514;1014
5824;12209;2516;13241;445;15065
5825;3917;2193;15872;813;716
5826;12109;13514;15064;2504;66
5827;5475;5916;13212;12803;2497
5828;817;15051;15053;12710;13241
5829;471;13510;13222;753;602
5830;11542;114;713;12776;2202
5831;697;12098;12109;13234;15071
5832;12721;708;5580;15053;172
5833;2348;13222;1136;713;754
5834;15057;15415;15413;5561;13080
5835;13224;45;13074;92;12709
5836;1593;13292;12930;13286;166
5837;818;12783;2504;12929;13243
5838;15865;1119;1630;13230;27
5839;15071;754;5580;12812;15063
5840;5620;12776;1593;1110;12729
5841;3917;12754;13212;3855;15057
5842;708;13222;15057;714;12710
5843;760;15053;159;397;713
5844;12729;2208;15071;13236;2489
5845;2489;15064;809;15403;12720
5846;810;13276;12810;15011;13235
5847;817;13275;12817;12734;5584
5848;595;2371;696;12209;5580
5849;807;12179;15049;226;1619
5850;12745;12783;1014;13;2208
5851;807;12783;760;818;13205
5852;716;15033;226;760;691
5853;12929;3855;1608;810;15147
5854;3859;2511;809;13235;12109
5855;15030;12745;2291;456;1109
5856;1136;914;13231;13224;436
5857;5584;575;15052;12208;13276
5858;1135;1619;12745;13230;13241
5859;13509;155;5601;3855;15053
5860;2343;5584;12729;92;1135
5861;1136;13277;12790;13274;1619
5862;537;12729;13229;13224;1119
5863;5594;11542;1619;397;12783
5864;1608;13276;13286;15049;602
5865;65;12810;2514;13221;2214
5866;2193;753;12721;13228;5594
5867;13211;12776;45;1608;2514
5868;15064;5584;708;12208;15413
5869;66;2234;13276;12674;15065
5870;13235;1143;1135;12810;1112
5871;807;15865;602;15071;13201
5872;397;2504;13231;12754;2371
5873;999;13230;13215;13078;445
5874;1122;2193;206;2516;12752
5875;2504;13514;15415;12716;13207
5876;15011;2489;1110;15865;13292
5877;12721;13230;13292;12209;15057
5878;2516;15063;13230;13078;809
5879;753;276;2514;13514;5504
5880;1608;12930;397;1110;15057
5881;13273;130;13241;691;13228
5882;12793;12929;810;45;456
5883;397;12729;172;5504;12797
5884;818;12721;12932;223;13239
5885;5620;12932;114;910;206
5886;13273;223;243;2355;2193
5887;45;155;13217;12710;13282
5888;12817;12720;102;12710;13274
5889;13282;5504;817;5594;13514
5890;13235;12179;15050;226;1135
5891;714;754;13286;3855;818
5892;12674;2497;1112;2371;12932
5893;1011;15415;155;754;914
5894;206;12810;13207;15063;15030
5895;13278;190;13517;15415;696
5896;15053;13211;1011;445;12171
5897;5456;13517;2321;910;817
5898;12793;648;12709;27;12734
5899;12209;12179;155;13292;13278
5900;159;13510;13275;766;1119
5901;13274;172;12109;1136;1140
5902;708;1049;13292;3917;12171
5903;15030;15032;1110;13276;15051
5904;5594;12109;12718;2348;15053
5905;5475;5601;12797;12209;1608
5906;15030;2355;12710;753;2514
5907;754;242;1112;13221;13229
5908;397;2202;1112;12734;15049
5909;754;5594;13277;13510;337
5910;12171;13276;575;243;242
5911;92;12710;13243;2193;13080
5912;5594;1634;2514;1014;3917
5913;5620;2504;13074;13228;1110
5914;1122;12721;2354;766;527
5915;999;15057;15014;1112;753
5916;12783;716;1630;818;1593
5917;3855;27;2291;2208;1112
5918;13275;15011;753;631;12754
5919;13215;13514;166;631;1608
5920;155;12711;13080;12098;13230
5921;5456;15030;13274;15057;527
5922;102;910;167;5580;12171
5923;753;15053;15029;159;12171
5924;2208;15050;1136;15872;12745
5925;12208;436;1136;760;15063
5926;631;1122;1136;11542;12817
5927;276;456;1140;910;13275
5928;691;13275;13239;5475;13236
5929;471;12776;716;1119;15053
5930;12674;810;12711;102;2202
5931;65;1049;708;13080;243
5932;1109;12711;114;716;13207
5933;15050;1143;13278;13234;12932
5934;2321;15053;190;13282;13275
5935;1122;15061;2354;2193;194
5936;15052;15865;337;2354;13239
5937;2511;13510;375;2516;1593
5938;15049;12674;12109;12810;716
5939;2354;15147;13292;810;166
5940;2291;15052;15865;13205;12754
5941;13207;13243;12718;13273;2517
5942;167;2504;13236;206;13205
5943;602;2517;194;276;13275
5944;13277;2193;13230;12803;12716
5945;12098;155;13241;1014;12783
5946;12208;13201;1110;206;1136
5947;3917;716;2214;648;13510
5948;537;12810;397;102;716
5949;2504;12179;760;2348;155
5950;13234;12814;65;1630;12109
5951;15147;15051;15403;2516;2355
5952;818;12814;637;155;13205
5953;1619;45;12929;13;15872
5954;602;2193;15053;172;242
5955;1014;691;5475;910;15063
5956;595;194;13239;810;1109
5957;15053;206;12817;15071;12734
5958;12814;807;15032;12709;2321
5959;15057;12790;15033;1593;13080
5960;809;66;12783;637;12721
5961;2371;13207;13235;12930;15029
5962;631;2514;2343;697;713
5963;12776;13275;13215;13;5584
5964;810;2504;766;12109;1593
5965;2511;13273;12929;914;276
5966;15064;226;223;1109;910
5967;13509;817;1014;12790;2291
5968;914;13274;12718;2234;2516
5969;15051;375;5584;1593;15011
5970;15030;13224;1634;15415;696
5971;13278;15064;13078;166;13243
5972;12752;1593;2504;13229;456
5973;167;2208;602;15051;12710
5974;1112;12718;3855;13221;813
5975;5601;3859;1136;2214;13
5976;2517;13275;1110;13277;15014
5977;753;397;602;696;12171
5978;13514;12797;172;809;15865
5979;206;12208;2489;1135;754
5980;12674;13;12710;1608;13510
5981;766;2321;12710;13514;2202
5982;1143;12209;12810;12803;12776
5983;12754;1143;15061;1011;66
5984;3859;13222;12793;15049;13278
5985;12171;13230;223;12797;3917
5986;716;999;2517;12710;13224
5987;15147;226;3917;5475;13080
5988;766;155;114;12721;12209
5989;15052;2348;1112;12721;15872
5990;1140;15061;648;713;27
5991;999;15872;375;1119;12930
5992;595;810;5580;13510;15063
5993;15050;12790;15014;13286;397
5994;5916;12793;13235;13509;12721
5995;65;575;206;13078;810
5996;3917;12709;1143;1112;166
5997;27;637;12754;5504;13228
5998;12718;1619;15052;5561;15872
5999;159;13217;807;12674;471
6000;13243;65;13;27;1630
6001;12098;12179;166;2208;27
6002;15872;12208;172;2497;2354
6003;1119;12718;243;13230;697
6004;15032;595;602;15052;13236
6005;12716;130;1049;13282;226
6006;1011;12179;3917;1135;13212
6007;1136;13229;13510;102;13277
6008;754;12783;810;12208;2514
6009;13201;15403;13211;12783;818
6010;3855;155;13273;2193;13243
6011;817;12709;13074;13278;1119
6012;92;13222;2348;27;5553
6013;15029;1122;13080;130;15011
6014;13514;817;13207;12720;691
6015;1110;708;691;397;12098
6016;527;817;1593;12783;15064
6017;12208;130;12716;13282;12098
6018;13243;12930;159;5916;15071
6019;12752;12930;13224;456;714
6020;114;15147;12721;242;12812
6021;807;13273;2202;12734;15065
6022;631;13241;1109;2321;648
6023;12817;696;2348;114;15033
6024;194;999;5553;2489;12098
6025;2511;13229;12098;2343;471
6026;172;813;155;13230;166
6027;5916;2343;66;12674;15051
6028;914;114;12710;15057;166
6029;15050;3855;12812;190;12734
6030;1593;914;12208;13235;1634
6031;3855;15872;397;5475;999
6032;13273;12098;12179;13282;15865
6033;102;2202;12710;45;15050
6034;13;2193;1143;276;2504
6035;3917;190;445;12209;12711
6036;697;12721;15049;12734;5456
6037;12790;1112;12729;13235;13243
6038;337;276;708;13228;12790
6039;13201;15064;12752;3917;2517
6040;1630;2291;190;691;194
6041;12745;15051;206;12709;13224
6042;15057;15051;13239;13517;12734
6043;155;5916;375;15071;12716
6044;696;753;2517;537;12711
6045;713;810;2348;12674;15033
6046;15147;716;910;11542;817
6047;12817;3917;1011;130;15403
6048;15052;12810;12817;12208;15032
6049;2193;13274;12709;2511;3917
6050;716;809;754;456;13207
6051;12803;12721;15061;807;12817
6052;15050;708;691;226;914
6053;15064;2348;5553;12817;602
6054;602;2354;12790;13517;12812
6055;595;2514;15872;13074;13277
6056;13241;15030;15051;15071;167
6057;13222;27;15065;754;716
6058;15071;2208;637;223;15413
6059;12929;1143;13239;13229;2291
6060;13273;12754;471;713;12209
6061;807;760;15029;13276;15011
6062;2193;226;1110;5553;13514
6063;471;13074;13236;766;2489
6064;45;12929;15403;223;12721
6065;999;471;5620;697;2355
6066;15053;12745;15052;754;15011
6067;12797;12729;243;2504;12929
6068;15050;13;194;12208;2343
6069;5601;12734;12930;130;12729
6070;12711;1634;15403;2504;13292
6071;15061;5553;602;375;15413
6072;13224;15403;12718;1011;12674
6073;5561;13241;12098;12718;13222
6074;13205;1049;194;15872;2193
6075;15011;760;12752;159;15029
6076;12734;15051;575;2343;809
6077;1109;12817;471;12797;12776
6078;159;12793;2234;13277;5601
6079;166;5456;15147;15071;172
6080;2234;2202;1619;12718;12929
6081;12754;595;910;1143;914
6082;15415;5475;999;456;15033
6083;12711;13517;15051;2343;12710
6084;15413;13205;5561;15051;12709
6085;13239;2504;13243;13282;760
6086;167;5601;13273;13212;809
6087;13517;15147;2511;2497;13509
6088;2511;15065;697;13224;12790
6089;13074;12776;12709;190;15147
6090;2354;2208;12710;13241;15050
6091;15065;807;637;2354;15865
6092;1049;12810;15403;12812;15049
6093;12720;15050;1140;15061;15872
6094;13207;12208;13228;1011;1136
6095;15050;1110;13215;5553;648
6096;708;15053;456;12729;15030
6097;2497;12783;45;697;12709
6098;27;337;5561;631;66
6099;15051;66;5580;15872;697
6100;92;15065;130;1014;809
6101;12790;1593;13286;648;999
6102;12754;2348;12752;11542;12930
6103;12810;12783;5594;12812;13241
6104;5594;15413;1109;2511;13239
6105;13286;12932;12745;15413;807
6106;2214;1143;114;12810;155
6107;12718;13217;12709;15053;12929
6108;5916;2291;66;194;159
6109;1634;12709;13236;12783;15071
6110;1619;13224;809;3855;12776
6111;15057;12729;15063;696;13517
6112;12716;5594;12814;15063;648
6113;1136;12721;537;13078;12803
6114;3859;12814;15415;12793;166
6115;13231;3917;12803;13074;760
6116;2354;13222;15050;2343;15049
6117;15865;766;595;5584;1140
6118;1014;12793;190;11542;2511
6119;15415;813;13286;999;5594
6120;13239;3859;13074;818;1119
6121;13274;15011;2202;1136;206
6122;397;914;13275;12710;13229
6123;15050;12720;12179;13224;456
6124;15057;1049;15064;15030;12930
6125;13243;13211;130;15030;914
6126;13292;15872;15049;914;12752
6127;809;15063;13276;13207;190
6128;172;11542;5504;716;12754
6129;12729;456;15051;2517;15064
6130;13228;12814;2511;242;12209
6131;471;15051;2514;1112;13277
6132;2504;2193;27;226;12752
6133;12752;12745;12812;15052;637
6134;12752;1630;1109;13275;2516
6135;637;12716;167;15051;910
6136;754;3859;12745;910;15147
6137;13212;12817;337;12790;595
6138;713;595;15051;1109;2208
6139;575;5456;65;13286;15413
6140;12797;13274;3855;13509;12929
6141;691;13286;13078;276;753
6142;15052;15872;2511;12776;12754
6143;15057;276;206;5594;2291
6144;12109;172;2321;12711;12718
6145;445;2517;12179;159;1634
6146;2511;2489;13282;13231;13078
6147;2516;13224;1119;155;1112
6148;12790;2234;1014;166;1593
6149;172;15147;12721;716;190
6150;15032;92;13215;445;766
6151;13236;242;13228;397;13234
6152;1608;12721;13230;15032;397
6153;637;13275;1143;223;2354
6154;2214;766;12810;242;5584
6155;2514;2208;2504;1634;13514
6156;5553;2321;13517;13078;2511
6157;754;12790;12720;12814;12716
6158;13217;12109;159;2321;5561
6159;3859;15057;1112;13292;13234
6160;15063;818;13292;167;2355
6161;13277;716;818;276;92
6162;15049;2208;5475;13217;11542
6163;13231;190;13205;13228;15030
6164;15071;817;2355;15403;2354
6165;1619;1140;223;12814;5553
6166;15050;713;754;1634;2208
6167;13514;5601;15065;5916;13230
6168;12720;12716;602;2514;5594
6169;12208;2504;15057;809;13212
6170;12803;2343;631;130;2208
6171;2355;637;66;13510;2193
6172;1110;456;754;1014;12208
6173;223;12790;12810;2514;13201
6174;13241;15063;12718;810;696
6175;12171;595;2489;12209;2497
6176;12797;1122;595;807;15061
6177;697;27;12930;12783;5561
6178;760;456;2234;753;5475
6179;66;15065;1014;1634;471
6180;15403;696;15064;1049;13236
6181;691;13201;2371;114;3917
6182;13517;12734;276;12783;15403
6183;276;13517;13211;471;5584
6184;13234;708;375;15147;13275
6185;5456;13276;12734;12171;13278
6186;648;5561;2202;13230;13234
6187;2497;5475;27;1011;13080
6188;12812;2348;3855;15011;914
6189;1112;648;12721;13292;397
6190;66;13;716;631;13080
6191;2355;15061;13274;2202;691
6192;13;12721;1109;12109;5916
6193;716;114;13234;1630;1608
6194;13282;15014;817;13201;15415
6195;760;810;12709;15029;11542
6196;2291;1122;13078;243;15071
6197;2489;754;2354;3855;999
